Source,Target,Result,Prompt,Response
R Stortårbesvär,L Under armsbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Stortårbesvär causes discomfort related to L Under armsbesvär.

### Response:
",False
DLS L1-L2,L Laterala vadbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS L1-L2 causes discomfort related to L Laterala vadbesvär.

### Response:
",False
R Achillodyni,L Lillfingerbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Achillodyni causes discomfort related to L Lillfingerbesvär.

### Response:
",False
R L5 Radikulopati,R Fotledsbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R L5 Radikulopati causes discomfort related to R Fotledsbesvär.

### Response:
",True
R L5 Radikulopati,R Fotbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R L5 Radikulopati causes discomfort related to R Fotbesvär.

### Response:
",True
L T3 Radikulopati,L Handledsbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L T3 Radikulopati causes discomfort related to L Handledsbesvär.

### Response:
",False
Övre bukbesvär,R Knäbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where Övre bukbesvär causes discomfort related to R Knäbesvär.

### Response:
",False
R C6 Radikulopati,Nackbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C6 Radikulopati causes discomfort related to Nackbesvär.

### Response:
",True
L L3 Radikulopati,Lumbago,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L L3 Radikulopati causes discomfort related to Lumbago.

### Response:
",True
R T5 Radikulopati,Bröstryggsbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R T5 Radikulopati causes discomfort related to Bröstryggsbesvär.

### Response:
",True
L Hälbesvär,L L5 Radikulopati,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L Hälbesvär causes discomfort related to L L5 Radikulopati.

### Response:
",False
R Lårbesvär,Övre bukbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Lårbesvär causes discomfort related to Övre bukbesvär.

### Response:
",False
L S1 Radikulopati,L Lilltåbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L S1 Radikulopati causes discomfort related to L Lilltåbesvär.

### Response:
",True
DLS T1-T2,L Ischias,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS T1-T2 causes discomfort related to L Ischias.

### Response:
",False
R C3 Radikulopati,R Nackbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C3 Radikulopati causes discomfort related to R Nackbesvär.

### Response:
",True
R L5 Radikulopati,Ryggsbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R L5 Radikulopati causes discomfort related to Ryggsbesvär.

### Response:
",True
R C4 Radikulopati,R Nackbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C4 Radikulopati causes discomfort related to R Nackbesvär.

### Response:
",True
R Handbesvär,L Ljumskbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Handbesvär causes discomfort related to L Ljumskbesvär.

### Response:
",False
L L1 Radikulopati,L Mediala ljumskbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L L1 Radikulopati causes discomfort related to L Mediala ljumskbesvär.

### Response:
",True
R Achillodyni,L T1 Radikulopati,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Achillodyni causes discomfort related to L T1 Radikulopati.

### Response:
",False
R Handledsbesvär,R S2 Radikulopati,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Handledsbesvär causes discomfort related to R S2 Radikulopati.

### Response:
",False
L Dorsala knäledsbesvär,L Tårbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L Dorsala knäledsbesvär causes discomfort related to L Tårbesvär.

### Response:
",False
L L2 Radikulopati,Lumbago,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L L2 Radikulopati causes discomfort related to Lumbago.

### Response:
",True
R C6 Radikulopati,R Tåledbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C6 Radikulopati causes discomfort related to R Tåledbesvär.

### Response:
",False
R C4 Radikulopati,R Axelbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C4 Radikulopati causes discomfort related to R Axelbesvär.

### Response:
",True
R C4 Radikulopati,R Nyckelbensbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C4 Radikulopati causes discomfort related to R Nyckelbensbesvär.

### Response:
",True
R Fingerbesvär,R T8 Radikulopati,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Fingerbesvär causes discomfort related to R T8 Radikulopati.

### Response:
",False
L L5 Radikulopati,L Skinkbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L L5 Radikulopati causes discomfort related to L Skinkbesvär.

### Response:
",True
R T3 Radikulopati,Bröstbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R T3 Radikulopati causes discomfort related to Bröstbesvär.

### Response:
",True
R C3 Radikulopati,Pannhuvudvärk,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C3 Radikulopati causes discomfort related to Pannhuvudvärk.

### Response:
",True
DLS T8-T9,R Handbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS T8-T9 causes discomfort related to R Handbesvär.

### Response:
",False
R S1 Radikulopati,R Hälbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R S1 Radikulopati causes discomfort related to R Hälbesvär.

### Response:
",True
R T2 Radikulopati,Bröstryggsbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R T2 Radikulopati causes discomfort related to Bröstryggsbesvär.

### Response:
",True
DLS C7-C8,R C8 Radikulopati,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS C7-C8 causes discomfort related to R C8 Radikulopati.

### Response:
",True
L L4 Radikulopati,L Knäbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L L4 Radikulopati causes discomfort related to L Knäbesvär.

### Response:
",True
L Ögonbesvär,R T10 Radikulopati,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L Ögonbesvär causes discomfort related to R T10 Radikulopati.

### Response:
",False
R Skinkbesvär,L T7 Radikulopati,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Skinkbesvär causes discomfort related to L T7 Radikulopati.

### Response:
",False
L S1 Radikulopati,Hälbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L S1 Radikulopati causes discomfort related to Hälbesvär.

### Response:
",True
Kraniocervikal ledskada,L C2 Radikulopati,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where Kraniocervikal ledskada causes discomfort related to L C2 Radikulopati.

### Response:
",True
L T7 Radikulopati,Torakal Dysfunktion,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L T7 Radikulopati causes discomfort related to Torakal Dysfunktion.

### Response:
",True
L Bröstbesvär,R Tibiaperialgi,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L Bröstbesvär causes discomfort related to R Tibiaperialgi.

### Response:
",False
Övre bukbesvär,L Laterala Fotbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where Övre bukbesvär causes discomfort related to L Laterala Fotbesvär.

### Response:
",False
R Laterala knäbesvär,L Laterala armbågsbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Laterala knäbesvär causes discomfort related to L Laterala armbågsbesvär.

### Response:
",False
L T8 Radikulopati,L Armbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L T8 Radikulopati causes discomfort related to L Armbesvär.

### Response:
",False
DLS T4-T5,R T5 Radikulopati,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS T4-T5 causes discomfort related to R T5 Radikulopati.

### Response:
",True
R S1 Radikulopati,Ryggsbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R S1 Radikulopati causes discomfort related to Ryggsbesvär.

### Response:
",True
L C5 Radikulopati,L Skulderbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L C5 Radikulopati causes discomfort related to L Skulderbesvär.

### Response:
",True
L L5 Radikulopati,L Lumbago,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L L5 Radikulopati causes discomfort related to L Lumbago.

### Response:
",True
R C6 Radikulopati,R Under armsbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C6 Radikulopati causes discomfort related to R Under armsbesvär.

### Response:
",True
R L2 Radikulopati,R Laterala ljumskbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R L2 Radikulopati causes discomfort related to R Laterala ljumskbesvär.

### Response:
",True
L Hälbesvär,L Axelbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L Hälbesvär causes discomfort related to L Axelbesvär.

### Response:
",False
DLS C4-C5,R C5 Radikulopati,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS C4-C5 causes discomfort related to R C5 Radikulopati.

### Response:
",True
DLS C6-C7,L C7 Radikulopati,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS C6-C7 causes discomfort related to L C7 Radikulopati.

### Response:
",True
R C8 Radikulopati,R Mediala armbågsbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C8 Radikulopati causes discomfort related to R Mediala armbågsbesvär.

### Response:
",True
R T10 Radikulopati,Nedre bukbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R T10 Radikulopati causes discomfort related to Nedre bukbesvär.

### Response:
",True
Kraniocervikal ledskada,L C4 Radikulopati,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where Kraniocervikal ledskada causes discomfort related to L C4 Radikulopati.

### Response:
",True
L C2 Radikulopati,L Käkbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L C2 Radikulopati causes discomfort related to L Käkbesvär.

### Response:
",True
R Ischias,R Knäbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Ischias causes discomfort related to R Knäbesvär.

### Response:
",False
R C5 Radikulopati,R Axelbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C5 Radikulopati causes discomfort related to R Axelbesvär.

### Response:
",True
L Pannhuvudvärk,R Fotbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L Pannhuvudvärk causes discomfort related to R Fotbesvär.

### Response:
",False
L L5 Radikulopati,L Vadbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L L5 Radikulopati causes discomfort related to L Vadbesvär.

### Response:
",True
L T5 Radikulopati,L Bröstbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L T5 Radikulopati causes discomfort related to L Bröstbesvär.

### Response:
",True
L T6 Radikulopati,Laterala bukbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L T6 Radikulopati causes discomfort related to Laterala bukbesvär.

### Response:
",True
DLS T5-T6,L T6 Radikulopati,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS T5-T6 causes discomfort related to L T6 Radikulopati.

### Response:
",True
R C6 Radikulopati,R Skulderbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C6 Radikulopati causes discomfort related to R Skulderbesvär.

### Response:
",True
R C7 Radikulopati,R Axelbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C7 Radikulopati causes discomfort related to R Axelbesvär.

### Response:
",True
L C2 Radikulopati,Huvudvärk,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L C2 Radikulopati causes discomfort related to Huvudvärk.

### Response:
",True
R T3 Radikulopati,Torakal Dysfunktion,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R T3 Radikulopati causes discomfort related to Torakal Dysfunktion.

### Response:
",True
R L5 Radikulopati,R Lumbago,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R L5 Radikulopati causes discomfort related to R Lumbago.

### Response:
",True
L Lumbago,L Handbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L Lumbago causes discomfort related to L Handbesvär.

### Response:
",False
DLS T1-T2,L T2 Radikulopati,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS T1-T2 causes discomfort related to L T2 Radikulopati.

### Response:
",True
Ryggsbesvär,L Tibiaperialgi,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where Ryggsbesvär causes discomfort related to L Tibiaperialgi.

### Response:
",False
L S1 Radikulopati,L Lumbago,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L S1 Radikulopati causes discomfort related to L Lumbago.

### Response:
",True
R T10 Radikulopati,Bröstryggsbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R T10 Radikulopati causes discomfort related to Bröstryggsbesvär.

### Response:
",True
R Armvecksbesvär,R Tibiaperialgi,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Armvecksbesvär causes discomfort related to R Tibiaperialgi.

### Response:
",False
L S1 Radikulopati,L Laterala knäbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L S1 Radikulopati causes discomfort related to L Laterala knäbesvär.

### Response:
",True
L C5 Radikulopati,L Central bröstsmärta,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L C5 Radikulopati causes discomfort related to L Central bröstsmärta.

### Response:
",False
R C7 Radikulopati,R Handledsbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C7 Radikulopati causes discomfort related to R Handledsbesvär.

### Response:
",True
L T6 Radikulopati,Bröstryggsbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L T6 Radikulopati causes discomfort related to Bröstryggsbesvär.

### Response:
",True
L L5 Radikulopati,L PFS,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L L5 Radikulopati causes discomfort related to L PFS.

### Response:
",True
R C2 Radikulopati,L Laterala vadbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C2 Radikulopati causes discomfort related to L Laterala vadbesvär.

### Response:
",False
L L5 Radikulopati,L Laterala vadbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L L5 Radikulopati causes discomfort related to L Laterala vadbesvär.

### Response:
",True
L L1 Radikulopati,Centrala Ljumskbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L L1 Radikulopati causes discomfort related to Centrala Ljumskbesvär.

### Response:
",True
